adr,hbv_mono_count,hbv_mono_prop,hiv_hbv_count,hiv_hbv_prop,risk_ratio,chi2,p_value
Psychiatric symptom,4,5.7688424817560355e-05,36,9.347444512530769e-05,0.6171571785232404,,
Paranasal cyst,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Social avoidant behaviour,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Urinary tract obstruction,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Colorectal cancer,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Cranial nerve palsies multiple,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Forearm fracture,4,5.7688424817560355e-05,36,9.347444512530769e-05,0.6171571785232404,,
Peripheral sensorimotor neuropathy,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Injection site induration,2,2.8844212408780178e-05,18,4.673722256265384e-05,0.6171571785232404,,
Small intestinal haemorrhage,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Inhibitory drug interaction,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Tongue ulceration,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Product administered at inappropriate site,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Peripheral venous disease,4,5.7688424817560355e-05,36,9.347444512530769e-05,0.6171571785232404,,
Paraplegia,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Genital rash,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Product container seal issue,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Congestive hepatopathy,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Infusion site pain,2,2.8844212408780178e-05,18,4.673722256265384e-05,0.6171571785232404,,
Graves' disease,3,4.3266318613170266e-05,27,7.010583384398077e-05,0.6171571785232404,,
Weight increased,115,0.0016585422135048603,1043,0.0027081623962693312,0.6124234705384025,25.059611010879966,5.55850065146221e-07
Blood creatinine abnormal,8,0.00011537684963512071,74,0.00019214191497979912,0.6004772547793691,1.5174835548715855,0.2180007039430084
Gait disturbance,114,0.0016441201073004702,1063,0.0027600926435611688,0.5956756962980665,27.899041926808955,1.2781303864361157e-07
Poisoning,3,4.3266318613170266e-05,28,7.270234620857264e-05,0.595115850718839,,
Wheezing,15,0.00021633159306585134,140,0.00036351173104286324,0.595115850718839,3.314115069161545,0.06868729164267616
Abnormal behaviour,3,4.3266318613170266e-05,28,7.270234620857264e-05,0.595115850718839,,
Monkeypox,8,0.00011537684963512071,75,0.000194738427344391,0.5924708913823108,1.6154356557604863,0.20372939656015357
Skin lesion,16,0.00023075369927024142,150,0.000389476854688782,0.5924708913823108,3.6312104486578636,0.05670556011786566
Disability,7,0.00010095474343073063,66,0.0001713698160630641,0.5891045794994568,1.4021355049065067,0.23636634455979286
Injury,14,0.00020190948686146126,132,0.0003427396321261282,0.5891045794994568,3.2034951644661307,0.07348107698025393
Bone disorder,75,0.0010816579653292566,708,0.0018383307541310512,0.5883913778293605,19.123221200183387,1.2254480410499696e-05
Dermatitis contact,2,2.8844212408780178e-05,19,4.9333734927245725e-05,0.5846752217588593,,
Addison's disease,2,2.8844212408780178e-05,19,4.9333734927245725e-05,0.5846752217588593,,
Skin mass,2,2.8844212408780178e-05,19,4.9333734927245725e-05,0.5846752217588593,,
Dementia Alzheimer's type,6,8.653263722634053e-05,57,0.00014800120478173718,0.5846752217588593,1.1890068627244075,0.2755299753985614
Brain oedema,6,8.653263722634053e-05,57,0.00014800120478173718,0.5846752217588593,1.1890068627244075,0.2755299753985614
Renal cancer,6,8.653263722634053e-05,57,0.00014800120478173718,0.5846752217588593,1.1890068627244075,0.2755299753985614
Lipoatrophy,6,8.653263722634053e-05,58,0.00015059771714632904,0.5745946144871549,1.2880136251169545,0.256414337171793
Facial pain,3,4.3266318613170266e-05,29,7.529885857316452e-05,0.5745946144871549,,
Blood cholesterol abnormal,3,4.3266318613170266e-05,29,7.529885857316452e-05,0.5745946144871549,,
Malabsorption,4,5.7688424817560355e-05,39,0.00010126398221908333,0.569683549406068,,
Asthma,44,0.0006345726729931639,430,0.0011165003167745084,0.5683587039423331,12.639966246373794,0.0003775867956554419
Neurological symptom,6,8.653263722634053e-05,59,0.00015319422951092093,0.5648557227161861,1.389514926779446,0.2384870339504271
Premature delivery,30,0.0004326631861317027,298,0.0007737606846483803,0.5591692557089762,9.012271553540772,0.0026817291612324765
Nephrogenic diabetes insipidus,2,2.8844212408780178e-05,20,5.19302472918376e-05,0.5554414606709164,,
Spinal column injury,2,2.8844212408780178e-05,20,5.19302472918376e-05,0.5554414606709164,,
Diabetes insipidus,1,1.4422106204390089e-05,10,2.59651236459188e-05,0.5554414606709164,,
Renal neoplasm,2,2.8844212408780178e-05,20,5.19302472918376e-05,0.5554414606709164,,
Craniofacial deformity,1,1.4422106204390089e-05,10,2.59651236459188e-05,0.5554414606709164,,
Meningitis aseptic,1,1.4422106204390089e-05,10,2.59651236459188e-05,0.5554414606709164,,
Hyperaemia,1,1.4422106204390089e-05,10,2.59651236459188e-05,0.5554414606709164,,
Hypotelorism of orbit,1,1.4422106204390089e-05,10,2.59651236459188e-05,0.5554414606709164,,
Scoliosis,4,5.7688424817560355e-05,40,0.0001038604945836752,0.5554414606709164,,
Product dispensing error,26,0.0003749747613141423,260,0.0006750932147938888,0.5554414606709164,7.9449386615806175,0.004822205251443872
Near death experience,2,2.8844212408780178e-05,20,5.19302472918376e-05,0.5554414606709164,,
Ulna fracture,5,7.211053102195045e-05,50,0.000129825618229594,0.5554414606709164,1.175717525802044,0.27822954971237557
Holoprosencephaly,1,1.4422106204390089e-05,10,2.59651236459188e-05,0.5554414606709164,,
Hormone level abnormal,1,1.4422106204390089e-05,10,2.59651236459188e-05,0.5554414606709164,,
Cervical spinal stenosis,3,4.3266318613170266e-05,30,7.789537093775641e-05,0.5554414606709164,,
Acarodermatitis,1,1.4422106204390089e-05,10,2.59651236459188e-05,0.5554414606709164,,
Toxoplasmosis,2,2.8844212408780178e-05,20,5.19302472918376e-05,0.5554414606709164,,
Ophthalmic herpes zoster,1,1.4422106204390089e-05,10,2.59651236459188e-05,0.5554414606709164,,
Obsessive-compulsive disorder,1,1.4422106204390089e-05,10,2.59651236459188e-05,0.5554414606709164,,
Amenorrhoea,3,4.3266318613170266e-05,30,7.789537093775641e-05,0.5554414606709164,,
Subcutaneous abscess,1,1.4422106204390089e-05,10,2.59651236459188e-05,0.5554414606709164,,
Drug level above therapeutic,1,1.4422106204390089e-05,10,2.59651236459188e-05,0.5554414606709164,,
Ultrasound foetal abnormal,2,2.8844212408780178e-05,20,5.19302472918376e-05,0.5554414606709164,,
Overdose,45,0.000648994779197554,457,0.0011866061506184892,0.5469336045993706,14.90857334895927,0.00011284896463530128
Brain injury,4,5.7688424817560355e-05,41,0.00010645700694826709,0.5418941079716257,,
Spinal operation,4,5.7688424817560355e-05,41,0.00010645700694826709,0.5418941079716257,,
Aplasia pure red cell,4,5.7688424817560355e-05,41,0.00010645700694826709,0.5418941079716257,,
Nephrolithiasis,53,0.0007643716288326748,546,0.0014176957510671666,0.539164787830743,18.560808520254096,1.6456942046508173e-05
Protein urine present,16,0.00023075369927024142,165,0.00042842454015766025,0.5386099012566462,5.2813017693475235,0.02155562584736751
Heart disease congenital,6,8.653263722634053e-05,62,0.00016098376660469657,0.5375239941976611,1.7078858850317744,0.19125989600854937
Kyphosis,2,2.8844212408780178e-05,21,5.452675965642948e-05,0.5289918673056346,,
Musculoskeletal toxicity,2,2.8844212408780178e-05,21,5.452675965642948e-05,0.5289918673056346,,
Paraesthesia oral,2,2.8844212408780178e-05,21,5.452675965642948e-05,0.5289918673056346,,
Coronary artery occlusion,2,2.8844212408780178e-05,21,5.452675965642948e-05,0.5289918673056346,,
Gastrostomy,2,2.8844212408780178e-05,21,5.452675965642948e-05,0.5289918673056346,,
Chronic obstructive pulmonary disease,19,0.0002740200178834117,200,0.000519302472918376,0.5276693876373706,6.83928997279883,0.0089174276179602
Abnormal dreams,15,0.00021633159306585134,159,0.00041284546597010897,0.5240013779914305,5.426686805755124,0.019831269266286474
Rhinitis,5,7.211053102195045e-05,54,0.00014021166768796154,0.514297648769367,1.607528550261784,0.2048395600076363
Swelling of eyelid,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Skin wrinkling,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Paraparesis,2,2.8844212408780178e-05,22,5.7123272021021365e-05,0.5049467824281058,,
Secondary adrenocortical insufficiency,2,2.8844212408780178e-05,22,5.7123272021021365e-05,0.5049467824281058,,
Potentiating drug interaction,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Oesophageal ulcer,2,2.8844212408780178e-05,22,5.7123272021021365e-05,0.5049467824281058,,
Acetabulum fracture,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Subchorionic haematoma,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Sleep deficit,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Wound secretion,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Facial wasting,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Tooth erosion,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Diplegia,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Cytogenetic abnormality,3,4.3266318613170266e-05,33,8.568490803153205e-05,0.5049467824281058,,
Retinitis,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Self-injurious ideation,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Nephrocalcinosis,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Amniotic cavity infection,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Pancreatic duct dilatation,1,1.4422106204390089e-05,11,2.8561636010510682e-05,0.5049467824281058,,
Spinal fracture,30,0.0004326631861317027,342,0.0008880072286904231,0.4872293514657161,14.344567398313387,0.00015221828652525323
Hyperlipidaemia,10,0.0001442210620439009,115,0.00029859892192806624,0.48299257449644906,4.546882225645054,0.03297874514362864
Anosmia,2,2.8844212408780178e-05,23,5.971978438561325e-05,0.482992574496449,,
Drug level decreased,5,7.211053102195045e-05,58,0.00015059771714632904,0.4788288454059625,2.0759748929958954,0.14963430404331887
Intentional product misuse,37,0.0005336179295624333,431,0.0011190968291391005,0.47682909616760805,19.01465125591749,1.2971859831466032e-05
Lymphoedema,3,4.3266318613170266e-05,35,9.087793276071581e-05,0.47609268057507115,,
Blood urine present,4,5.7688424817560355e-05,47,0.00012203608113581837,0.47271613674120544,,
Lumbar vertebral fracture,6,8.653263722634053e-05,71,0.00018435237788602348,0.46938714986274627,2.7667387481290797,0.09624206321902998
Renal impairment,306,0.004413164498543367,3666,0.009518814328593833,0.4636254418038745,176.2127147593513,3.2537638631120443e-40
Acute kidney injury,315,0.004542963454382878,3779,0.009812220225792716,0.46299036811679983,182.162075905752,1.6344312053790148e-41
Coronavirus infection,7,0.00010095474343073063,84,0.00021810703862571793,0.46286788389243033,3.464414745293139,0.06270269311050701
Joint stiffness,5,7.211053102195045e-05,60,0.00015579074187551282,0.46286788389243033,2.321823464283531,0.1275704030907523
Cerebral disorder,3,4.3266318613170266e-05,36,9.347444512530769e-05,0.46286788389243033,,
Poor dental condition,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Pneumonia cryptococcal,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Meniscus injury,2,2.8844212408780178e-05,24,6.231629675020513e-05,0.4628678838924303,,
Menstruation irregular,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Breast disorder,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Nodular regenerative hyperplasia,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Ileal ulcer,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Mediastinal mass,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Hyperproteinaemia,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Catatonia,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Nystagmus,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Ischaemia,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Sternal fracture,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Breast enlargement,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Drooling,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Arterial disorder,1,1.4422106204390089e-05,12,3.1158148375102564e-05,0.4628678838924303,,
Treatment noncompliance,116,0.0016729643197092503,1394,0.003619538236241081,0.4622037979757984,66.64780299505915,3.2461784692531984e-16
Renal tubular necrosis,15,0.00021633159306585134,181,0.0004699687379911303,0.4603106027659528,8.190255399858703,0.004211599405307672
Pyelocaliectasis,3,4.3266318613170266e-05,37,9.607095748989956e-05,0.4503579410845268,,
Face oedema,3,4.3266318613170266e-05,37,9.607095748989956e-05,0.4503579410845268,,
Rash erythematous,28,0.0004038189737229225,347,0.0009009897905133824,0.44819483858171927,17.01862265819516,3.701499296003791e-05
Low density lipoprotein increased,5,7.211053102195045e-05,62,0.00016098376660469657,0.4479366618313842,2.5744972757767624,0.10859859798375504
Procedural haemorrhage,2,2.8844212408780178e-05,25,6.4912809114797e-05,0.4443531685367331,,
Sensory disturbance,2,2.8844212408780178e-05,25,6.4912809114797e-05,0.4443531685367331,,
Gingival hypertrophy,2,2.8844212408780178e-05,25,6.4912809114797e-05,0.4443531685367331,,
Pregnancy with implant contraceptive,2,2.8844212408780178e-05,25,6.4912809114797e-05,0.4443531685367331,,
Ureterolithiasis,2,2.8844212408780178e-05,25,6.4912809114797e-05,0.4443531685367331,,
Spinal compression fracture,19,0.0002740200178834117,238,0.0006179699427728675,0.44341965347678197,11.69835362684161,0.0006255542225263561
Exposure during pregnancy,116,0.0016729643197092503,1472,0.003822066200679248,0.4377120206374069,77.32476450009273,1.4503604662367279e-18
Seasonal allergy,4,5.7688424817560355e-05,51,0.0001324221305941859,0.43564036131052264,,
Nightmare,14,0.00020190948686146126,180,0.0004673722256265384,0.43201002496626834,9.092293572359141,0.0025668876853825635
Placental disorder,1,1.4422106204390089e-05,13,3.375466073969444e-05,0.4272626620545511,,
Heart transplant rejection,2,2.8844212408780178e-05,26,6.750932147938888e-05,0.4272626620545511,,
Product counterfeit,1,1.4422106204390089e-05,13,3.375466073969444e-05,0.4272626620545511,,
Premature baby,40,0.0005768842481756036,520,0.0013501864295877776,0.4272626620545511,27.926468624658444,1.260141341843337e-07
Haemangioma,1,1.4422106204390089e-05,13,3.375466073969444e-05,0.4272626620545511,,
Bacillus infection,2,2.8844212408780178e-05,26,6.750932147938888e-05,0.4272626620545511,,
Anorectal discomfort,1,1.4422106204390089e-05,13,3.375466073969444e-05,0.4272626620545511,,
Anxiety disorder,1,1.4422106204390089e-05,13,3.375466073969444e-05,0.4272626620545511,,
Plantar fasciitis,1,1.4422106204390089e-05,13,3.375466073969444e-05,0.4272626620545511,,
Pancreatic failure,1,1.4422106204390089e-05,13,3.375466073969444e-05,0.4272626620545511,,
Infarction,1,1.4422106204390089e-05,13,3.375466073969444e-05,0.4272626620545511,,
Cervical vertebral fracture,4,5.7688424817560355e-05,52,0.00013501864295877776,0.4272626620545511,,
Scrotal cyst,1,1.4422106204390089e-05,13,3.375466073969444e-05,0.4272626620545511,,
Autism spectrum disorder,1,1.4422106204390089e-05,13,3.375466073969444e-05,0.4272626620545511,,
Helicobacter gastritis,1,1.4422106204390089e-05,13,3.375466073969444e-05,0.4272626620545511,,
Throat cancer,1,1.4422106204390089e-05,13,3.375466073969444e-05,0.4272626620545511,,
Twin pregnancy,1,1.4422106204390089e-05,13,3.375466073969444e-05,0.4272626620545511,,
Mobility decreased,39,0.0005624621419712134,509,0.001321624793577267,0.4255838303765371,27.491800945407327,1.577618980400794e-07
Compression fracture,6,8.653263722634053e-05,79,0.00020512447680275854,0.42185427392727826,3.8078517422154654,0.051012838413229296
Paralysis,3,4.3266318613170266e-05,40,0.0001038604945836752,0.4165810955031873,,
Pelvic fracture,5,7.211053102195045e-05,67,0.00017396632842765598,0.41450855273948983,3.232311411058947,0.07219871881022065
Hip surgery,2,2.8844212408780178e-05,27,7.010583384398077e-05,0.4114381190154936,,
Brain herniation,2,2.8844212408780178e-05,27,7.010583384398077e-05,0.4114381190154936,,
Central nervous system lesion,5,7.211053102195045e-05,68,0.00017656284079224784,0.40841283872861506,3.3678629709456898,0.06647993802119713
Blood creatinine increased,208,0.0029997980905131384,2902,0.007535078882045636,0.39811104003980224,177.1657718154726,2.0149948013632296e-40
Chondropathy,1,1.4422106204390089e-05,14,3.635117310428632e-05,0.396743900479226,,
